market_ids,product_ids,shares,prices,x_0,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,demand_instruments5,demand_instruments6,demand_instruments7
5,18,0.013138132,0.768145982,1.024637687,-0.117539929,-0.005921622,0.000696027,0.013815635,3.51E-05,-0.120435841,-0.006067517,1.04988239
5,19,0.003367201,-1.557802964,-0.93056208,-0.250190903,0.142647364,-0.035689073,0.062595488,0.02034827,0.232818167,-0.132742228,0.865945784
5,20,0.005459872,0.50500724,0.814834193,-0.143243521,1.061463159,-0.15204772,0.020518706,1.126704037,-0.116719719,0.864916477,0.663954763
5,21,0.030974456,1.270236522,1.996444056,1.291606519,-0.525819041,-0.679151301,1.6682474,0.276485664,2.578620158,-1.049768299,3.985788871
5,22,0.079109496,2.196560565,0.507718176,1.363480693,1.368687588,1.866179101,1.8590796,1.873305714,0.69226393,0.694907565,0.257777746
5,23,0.018316579,-0.957884395,-1.017958698,0.03041592,-1.321803591,-0.040203872,0.000925128,1.747164733,-0.03096215,1.345541463,1.036239911
5,24,0.053074543,1.479343951,0.256410266,-0.748781357,1.979462427,-1.482184561,0.56067352,3.918271499,-0.191995227,0.507554488,0.065746225
5,25,0.04897789,0.022048752,-1.434914234,1.56161248,-0.271661127,-0.424229406,2.438633538,0.073799768,-2.240779976,0.389810418,2.058978859
6,1,0.004212809,0.026586756,0.428241645,0.850079988,-0.448148801,-0.380962327,0.722635986,0.200837347,0.364039653,-0.19191598,0.183390907
6,2,0.043056373,0.954175228,-0.400156049,0.557138505,0.590619362,0.329056789,0.310403314,0.348831231,-0.222942343,-0.23633991,0.160124863
6,3,0.014998123,1.051975561,1.413497167,-0.318059386,0.676740353,-0.215243621,0.101161773,0.457977505,-0.449576042,0.956570571,1.997974242
6,4,0.008186234,0.316844265,0.402114352,0.801539232,-0.781792589,-0.626637432,0.64246514,0.611199653,0.322310428,-0.31437002,0.161695952
6,5,0.005042159,-0.834503498,0.688883461,-0.101793583,-0.525290425,0.053471195,0.010361934,0.275930031,-0.070123916,-0.361863886,0.474560423
6,6,0.325346968,1.890842493,3.042633214,1.42802132,-0.684813987,-0.977928973,2.039244891,0.468970196,4.344945098,-2.083637781,9.257616873
6,7,0.020650858,-0.369567452,-1.340264251,-1.063346933,1.96739398,-2.092022355,1.1307067,3.870639072,1.425165881,-2.636827818,1.796308261
6,8,0.025845536,0.298804801,-0.675139863,0.487940354,0.085678137,0.04180582,0.23808579,0.007340743,-0.329427984,-0.057844725,0.455813834
6,9,0.092453168,1.83820995,0.323622303,1.078983387,0.184762804,0.199355996,1.164205149,0.034137294,0.349183088,0.059793364,0.104731395
6,10,0.095270617,0.835651745,-1.21833334,0.973454837,0.716056169,0.697048342,0.94761432,0.512736437,-1.185992483,-0.872395104,1.484336128
6,11,0.028561116,0.807522604,0.034791793,-0.438366334,0.637658428,-0.279527988,0.192165043,0.406608271,-0.015251551,0.02218528,0.001210469
6,12,0.00311038,-1.016468991,0.179420167,-0.309623283,-0.511551741,0.15838833,0.095866578,0.261685184,-0.055552661,-0.091782699,0.032191596
6,13,0.050300907,-0.224157674,1.605432631,-1.22335051,-0.48415958,0.592296869,1.496586471,0.234410499,-1.964006829,-0.777285589,2.577413933
6,14,0.027346482,-0.682700484,-1.290936375,0.784104602,-1.50990918,-1.183926737,0.614820027,2.27982573,-1.012229153,1.949196683,1.666516725
6,15,0.008655856,-1.129174492,-1.579030405,1.364517766,-0.271015261,-0.369805138,1.861908733,0.073449272,-2.15461504,0.427941337,2.493337019
6,16,0.070986721,-0.38432561,-2.372627789,0.672124627,1.518832359,1.020844633,0.451751515,2.306851735,-1.594701569,-3.603623863,5.629362627
6,17,0.008284955,-0.968207834,0.412286995,-0.832898027,-1.433835648,1.194238883,0.693719124,2.055884665,-0.343393025,-0.591151791,0.169980566
6,18,0.010797196,-0.99461474,0.417640025,-1.13743489,-1.611422953,1.83288869,1.29375813,2.596683933,-0.475038336,-0.672994722,0.17442319
6,19,0.005290448,-0.446211407,0.846714357,-0.797089727,0.502038592,-0.400169804,0.635352032,0.252042748,-0.674907316,0.425083284,0.716925203
6,20,0.007127055,-0.784001754,0.464042715,-1.209941397,-0.618012442,0.747758837,1.463958183,0.381939378,-0.561464491,-0.286784171,0.215335642
6,21,0.007200434,-0.295082054,-0.373671579,-0.634106868,0.776456759,-0.492356564,0.402091521,0.602885099,0.236947715,-0.290139823,0.139630449
6,22,0.008485844,0.92818815,1.367017441,0.379633621,0.752688693,0.285745934,0.144121686,0.566540269,0.518965781,1.028938571,1.868736684
6,23,0.011109003,-0.449847219,-0.514348935,-0.273547429,-0.471526995,0.128984998,0.074828196,0.222337707,0.140698829,0.242529408,0.264554827
6,24,0.075454716,1.413841917,-0.049979502,-0.110391903,1.003430243,-0.110770574,0.012186372,1.006872253,0.005517332,-0.050150943,0.002497951
6,25,0.034586548,1.396643784,0.668753583,0.74049225,-0.199120856,-0.147447451,0.548328773,0.039649115,0.495206846,-0.133162786,0.447231355
7,1,0.005870658,-1.465582762,-0.971736336,-0.229114668,-0.866208638,0.198461105,0.052493531,0.750317405,0.222639048,0.841726408,0.944271506
7,2,0.038002664,0.006142496,-1.208400222,-0.272874125,0.573444426,-0.156478146,0.074460288,0.32883851,0.329741153,-0.692950372,1.460231097
7,3,0.021573637,-1.125871989,0.031731853,-1.396117834,-0.250999663,0.350425106,1.949145005,0.063000831,-0.044301406,-0.007964684,0.001006911
7,4,0.003802448,-0.975008138,-0.780295907,-0.801057084,1.256768083,-1.006742977,0.641692453,1.579466015,0.625061564,-0.980650991,0.608861702
7,5,0.052715705,0.409340247,-0.881238428,0.076742124,-0.063815584,-0.004897343,0.005889354,0.004072429,-0.067628109,0.056236745,0.776581167
7,6,0.015822198,0.493850706,-0.628612601,1.168657663,0.590036367,0.689550522,1.365760732,0.348142915,-0.734632933,-0.370904296,0.395153802
7,7,0.025355428,-0.396110826,0.235857943,-1.276442712,-0.211424843,0.2698717,1.629305998,0.044700464,-0.301059152,-0.049866229,0.055628969
7,8,0.007414099,-3.029659483,-1.337304455,-1.815878888,-1.08191732,1.96463082,3.297416135,1.170545088,2.428382926,1.446852852,1.788383205
7,9,0.029708805,0.326980294,-0.670443089,-1.476860088,1.629388994,-2.406379574,2.18111572,2.654908495,0.990150639,-1.09241259,0.449493935
7,10,0.025239359,-1.508202325,-2.615505019,0.645167572,0.604687921,0.390125038,0.416241196,0.365647481,-1.687439023,-1.581564292,6.840866506
7,11,0.013681556,0.872747666,0.942408371,-0.178492237,2.371156154,-0.423232966,0.031859479,5.622381505,-0.168212578,2.234597409,0.888133539
7,12,0.055163321,-2.947461846,-3.62206108,0.183123444,-0.36536119,-0.066906199,0.033534196,0.133488799,-0.663284298,1.323360546,13.11932647
7,13,0.004099669,-1.637246388,-1.018729846,0.741714089,-1.429326293,-1.06015145,0.55013979,2.042973652,-0.75560628,1.456097355,1.0378105
7,14,0.009672333,-0.822217472,-1.332757539,1.242223513,-0.654093442,-0.812530253,1.543119256,0.427838231,-1.655582752,0.871747966,1.776242658
7,15,0.03338974,0.227905348,-0.602941101,0.463294887,-1.047743556,-0.485414233,0.214642153,1.097766558,-0.279339529,0.631727653,0.363537971
7,16,0.067310679,2.153064158,0.900941382,2.454744144,-1.179456341,-2.895263546,6.025768813,1.391117261,2.211580581,-1.062621026,0.811695373
7,17,0.017152874,-0.549329129,-0.826572623,-0.98476293,-0.150281789,0.147991935,0.969758029,0.022584616,0.813978079,0.124218813,0.683222302
7,18,0.014001723,0.65528888,-0.311275796,1.569454236,0.069111638,0.108467553,2.4631866,0.004776419,-0.488533117,-0.02151278,0.096892621
7,19,0.134082356,0.435609714,1.021284851,-1.312367274,-0.394589572,0.517846441,1.722307861,0.155700931,-1.340300816,-0.402988353,1.043022747
7,20,0.006977221,-1.3226674,-1.650081722,1.10690872,-0.372490444,-0.41231292,1.225246914,0.138749131,-1.826489846,0.614639673,2.72276969
7,21,0.005634567,-1.369524504,-0.915221277,-0.159220432,-0.746092771,0.118793213,0.025351146,0.556654423,0.145721927,0.682839979,0.837629987
7,22,0.353127572,3.955201669,2.06448654,1.091993408,2.335332613,2.55016782,1.192449604,5.453778414,2.254405693,4.821262746,4.262104674
7,23,0.029855245,-0.542794409,0.582088498,-0.974196137,0.63958193,-0.623078245,0.949058113,0.409065045,-0.567068366,0.372293285,0.338827019
7,24,0.007148218,-1.497179787,-0.35729623,-0.550367876,-0.257339458,0.141631371,0.302904799,0.066223596,0.196644367,0.091946418,0.127660596
7,25,0.0128455,0.721877246,0.211429599,1.449196056,-0.425477373,-0.61660013,2.100169207,0.181030995,0.306402941,-0.08995851,0.044702475
8,1,0.035561121,-1.61060196,-2.2031829,-0.387633678,-1.697993835,0.658199595,0.150259868,2.883183065,0.854027891,3.740990983,4.854014891
8,2,0.00212098,-2.227724031,-1.430176955,-0.647053076,-0.404721661,0.261876396,0.418677683,0.163799623,0.925400398,0.578823593,2.045406122
8,3,0.195071168,-1.32901336,-4.016720605,0.701760549,1.107889742,0.777473313,0.492467868,1.227419681,-2.818776056,-4.450083556,16.13404442
8,4,0.012544415,-0.804311027,-0.840986878,-0.79474636,-0.603575616,0.479689524,0.631621777,0.364303525,0.66837126,0.507599173,0.70725893
8,5,0.005735013,0.614881388,1.218234617,-0.555332765,0.919758265,-0.5107719,0.308394479,0.845955266,-0.676525597,1.120481358,1.484095581
8,6,0.012650541,-0.378116529,-0.306930103,-1.814723321,0.524558727,-0.951928956,3.29322073,0.275161858,0.556993215,-0.161002864,0.094206088
8,7,0.012068589,0.627762626,0.392884698,0.410138689,0.529901255,0.217333006,0.168213745,0.28079534,0.161137215,0.208190094,0.154358386
8,8,0.018573119,2.059728202,3.191407051,0.478743944,0.381926518,0.182845008,0.229195764,0.145867865,1.527866799,1.218882983,10.18507896
8,9,0.009813724,-0.91194729,-0.962442548,-1.204367022,0.214998208,-0.258936751,1.450499923,0.046224229,1.159134065,-0.206923423,0.926295658
8,10,0.002975373,-0.580728979,0.88298655,-1.97060799,0.005709468,-0.011251124,3.88329585,3.26E-05,-1.74002035,0.005041384,0.779665247
8,11,0.022919385,0.939362219,3.203661573,-1.35579825,0.33426421,-0.453194831,1.838188896,0.111732562,-4.343518756,1.070869404,10.26344748
8,12,0.045149978,0.217536603,-0.643116804,-0.478728817,-0.010765158,0.005153592,0.229181281,0.000115889,0.307878547,0.006923254,0.413599223
